text,emotion,error_type,predicted,actual
kuvalwe ijoyinti kufa abathathu,sadness,False Negative,False,True
awu yehheni webantumina ngijabulela ukuthi ngizobe ngonga imakeup kulelockdown kukhona abazokwenza ichallenge yokuzipenda for 21 days  ayisabizi yini imakeup zingane zakwethu,joy,False Positive,True,False
abewunga nebhizinisi elivuthayo eunisa,joy,False Positive,True,False
abewunga nebhizinisi elivuthayo eunisa,surprise,False Positive,True,False
kubhedile endodeni etholwe nekhanda neminwe yowabulawa,disgust,False Negative,False,True
kubhedile endodeni etholwe nekhanda neminwe yowabulawa,surprise,False Positive,True,False
ukhwele wadilika kuanc ngamabhasi,anger,False Negative,False,True
kuvuswe umtholampilo owawucekelwe phansi,surprise,False Positive,True,False
izovulela amaphoyisa icala intatheli eboshwe kubhikisha abaseka ugumede,anger,False Negative,False,True
izovulela amaphoyisa icala intatheli eboshwe kubhikisha abaseka ugumede,joy,False Positive,True,False
owegagasi fm ufuna ukugqugquzela intsha,surprise,False Positive,True,False
ucele uncome amaphoyisa abulale abayisikhombisa,surprise,False Positive,True,False
ngeke lomjita waba nebhadi bavele nje bamuvondla nje yena yedwa ,surprise,False Positive,True,False
abesifazane bashicilele ibhayibheli labo,joy,False Positive,True,False
abesifazane bashicilele ibhayibheli labo,surprise,False Positive,True,False
ugaxwe ithayi wangqongqiswa osolwa ngokudlwengula,joy,False Positive,True,False
ugaxwe ithayi wangqongqiswa osolwa ngokudlwengula,surprise,False Positive,True,False
ngilahlekelwe umngani oqotho ramaphosa,joy,False Positive,True,False
ngilahlekelwe umngani oqotho ramaphosa,sadness,False Negative,False,True
ngilahlekelwe umngani oqotho ramaphosa,surprise,False Positive,True,False
odokotela bafuna lusukunyelwe olwesimo sezibhedlela ekzn,anger,False Negative,False,True
odokotela bafuna lusukunyelwe olwesimo sezibhedlela ekzn,joy,False Positive,True,False
odokotela bafuna lusukunyelwe olwesimo sezibhedlela ekzn,surprise,False Positive,True,False
babalelwa ngaphezulu kuka600 abasenigeria asebebhalisele ukuhamba,surprise,False Positive,True,False
owekwaito uthi akaxoshwe ungqongqoshe,joy,False Positive,True,False
uramaphosa ubonge igalelo labezindaba ngokubika ngecovid19,joy,False Positive,True,False
kuphela nya ngoniang nebhola,joy,False Positive,True,False
lasho ke futhi selikhuphuka ,surprise,False Positive,True,False
abekho abasetshenziswayo  cele,joy,False Positive,True,False
abekho abasetshenziswayo  cele,surprise,False Positive,True,False
kuboshwe amaphoyisa antshontsha utshwala ngesikhathi sikathaqa,disgust,False Negative,False,True
kuboshwe amaphoyisa antshontsha utshwala ngesikhathi sikathaqa,fear,False Positive,True,False
yabo i month end nama salaries  izosbulala lento,joy,False Positive,True,False
iancwl icela kungenelele umphakathi ngokuhlukunyezwa kwabesifazane,anger,False Negative,False,True
iancwl icela kungenelele umphakathi ngokuhlukunyezwa kwabesifazane,fear,False Negative,False,True
iancwl icela kungenelele umphakathi ngokuhlukunyezwa kwabesifazane,joy,False Positive,True,False
sebequlusa emahlathini abathathelwe izindlu zangasese enanda,disgust,False Negative,False,True
sebequlusa emahlathini abathathelwe izindlu zangasese enanda,sadness,False Negative,False,True
sebequlusa emahlathini abathathelwe izindlu zangasese enanda,surprise,False Positive,True,False
bafuna ubulungiswa ngoshaywe esolwa ngokweba ur50,joy,False Positive,True,False
kufunwa ingane 8 enyamalele,sadness,False Negative,False,True
bavele enkantolo ababanjwe oqotsheni nezidakamizwa,joy,False Positive,True,False
bavele enkantolo ababanjwe oqotsheni nezidakamizwa,surprise,False Positive,True,False
isiguli sibanjwe oqotsheni sidlwengula esinye esibhedlela,sadness,False Negative,False,True
babuye bephoxekile omaskandi kubhuntsha umcimbi,joy,False Positive,True,False
babuye bephoxekile omaskandi kubhuntsha umcimbi,sadness,False Negative,False,True
kuwe insika kudlula emhlabeni umsimang,joy,False Positive,True,False
kuwe insika kudlula emhlabeni umsimang,sadness,False Negative,False,True
kushone abane izigebengu zidubula esitolo,joy,False Positive,True,False
kushone abane izigebengu zidubula esitolo,sadness,False Negative,False,True
kusho labafana abayelo abisamadafakha ocathizintombi ziyaziwela likhaleiqhawe selibgrethelithi mjolo yanyisa,joy,False Positive,True,False
kusho labafana abayelo abisamadafakha ocathizintombi ziyaziwela likhaleiqhawe selibgrethelithi mjolo yanyisa,surprise,False Positive,True,False
kufunwa isitshudeni esidukile,sadness,False Negative,False,True
kufunwa isitshudeni esidukile,surprise,False Positive,True,False
bakhala ngokulahlekelwa amakhasimende abotshwala,surprise,False Positive,True,False
sbucyzulu sobe sicula sithi isencane lengane kodwa una 40 ,joy,False Positive,True,False
sbucyzulu sobe sicula sithi isencane lengane kodwa una 40 ,surprise,False Positive,True,False
ukhozi_fm ukhozifmdrive 3 2 6 thisisselby ngijabuleni we khabzo ngiphuma koqedela umgomo wami fully vaccinated ,joy,False Negative,False,True
ukhozi_fm ukhozifmdrive 3 2 6 thisisselby ngijabuleni we khabzo ngiphuma koqedela umgomo wami fully vaccinated ,surprise,False Positive,True,False
uzovela enkantolo ummeli ngemayini,joy,False Positive,True,False
bahleli lubhojozi ngokubulawa kwabomndeni belandelana,fear,False Negative,False,True
bahleli lubhojozi ngokubulawa kwabomndeni belandelana,joy,False Positive,True,False
bahleli lubhojozi ngokubulawa kwabomndeni belandelana,sadness,False Negative,False,True
sekusuke umbango ngesiteshi somsakazo,anger,False Negative,False,True
sekusuke umbango ngesiteshi somsakazo,joy,False Positive,True,False
sekusuke umbango ngesiteshi somsakazo,surprise,False Positive,True,False
ubusiswa usezokwethula igqom nation,surprise,False Positive,True,False
khona umakhelwane opheke ithini lafishi la ngaze ngalihalela  kwangathi angyongqongqoza ,surprise,False Positive,True,False
mthigo_ i think i saw u yesterday kwi robot ngase shaka sparhlambe beku ukfana kwabantulavele lavula ke ngakaboni kahle,joy,False Positive,True,False
mthigo_ i think i saw u yesterday kwi robot ngase shaka sparhlambe beku ukfana kwabantulavele lavula ke ngakaboni kahle,surprise,False Positive,True,False
udinwe wagula obizwe ngekhafula,anger,False Negative,False,True
udinwe wagula obizwe ngekhafula,joy,False Positive,True,False
uramaphosa uwudoti  julius malema,anger,False Negative,False,True
uramaphosa uwudoti  julius malema,joy,False Positive,True,False
2bhobho9 awu manzini isewumbuzo akukachathwa bafo kahle uksabisa,joy,False Positive,True,False
sibuye kabi iskwatta kamp kwihip hop,surprise,False Positive,True,False
kusolwa isoka kutholakala isidumbu sengoduso,joy,False Positive,True,False
kusolwa isoka kutholakala isidumbu sengoduso,sadness,False Negative,False,True
kusolwa isoka kutholakala isidumbu sengoduso,surprise,False Positive,True,False
kushone umshayeli engozini,joy,False Positive,True,False
kushone umshayeli engozini,sadness,False Negative,False,True
ngihleli nabangani bami ekhaya lami emotweni yami epakile egcekeni ngoba aysebenzi kodwa sihappy ,joy,False Positive,True,False
kusekude ukuthola umgomo wecoronavirus,surprise,False Positive,True,False
bahlalele ovalweni abakwanongoma kweqa osolwa ngokubulala,fear,False Negative,False,True
bahlalele ovalweni abakwanongoma kweqa osolwa ngokubulala,surprise,False Positive,True,False
kushaywa amakhala ngababulewe,surprise,False Negative,False,True
jigga_sa wehlule these days inkosi impela uwe lo ,joy,False Positive,True,False
jigga_sa wehlule these days inkosi impela uwe lo ,surprise,False Positive,True,False
sebebahlanu abashone kudutshulwa esiphingo,sadness,False Negative,False,True
sebebahlanu abashone kudutshulwa esiphingo,surprise,False Positive,True,False
uphika eyokunikeza abakwagupta ulwazi oluyimfihlo,joy,False Positive,True,False
uphika eyokunikeza abakwagupta ulwazi oluyimfihlo,surprise,False Positive,True,False
baxakekile abazali othisha beshemula abafundi benkolo yobunazaretha,anger,False Negative,False,True
baxakekile abazali othisha beshemula abafundi benkolo yobunazaretha,joy,False Positive,True,False
inkosi ibahleka usulu abathi ingcwatshwe isinyenyela,fear,False Positive,True,False
inkosi ibahleka usulu abathi ingcwatshwe isinyenyela,sadness,False Positive,True,False
uramaphosa uncome intsha esebenzise isikhathi sikathaqa yasungula amabhizinisi,surprise,False Positive,True,False
umsindo ngokwakhiwa kwenxanxathela,anger,False Negative,False,True
umsindo ngokwakhiwa kwenxanxathela,surprise,False Positive,True,False
banovalo kwanongoma ngebhubesi elicanasayo,fear,False Negative,False,True
banovalo kwanongoma ngebhubesi elicanasayo,joy,False Positive,True,False
banovalo kwanongoma ngebhubesi elicanasayo,surprise,False Positive,True,False
abakhubazekile bafunda bempintshene,sadness,False Negative,False,True
uquleke enkantolo owesifazane osolwa ngokubulala indodana,joy,False Positive,True,False
uphoxekile oweda yinhlamba yowenfp,surprise,False Positive,True,False
imibono sicela nisicabangele singabagibeli benu,joy,False Positive,True,False
imibono sicela nisicabangele singabagibeli benu,surprise,False Positive,True,False
baxoshiwe emsebenzini benqaba ukufuna inyoka,joy,False Positive,True,False
baxoshiwe emsebenzini benqaba ukufuna inyoka,sadness,False Negative,False,True
uhamba ngezinduku osasazelwe ngezinja washaywa,joy,False Positive,True,False
uhamba ngezinduku osasazelwe ngezinja washaywa,sadness,False Negative,False,True
umsindo ohlelweni ngomlingisi otabalasayo ozizamela udumo,anger,False Negative,False,True
umsindo ohlelweni ngomlingisi otabalasayo ozizamela udumo,surprise,False Positive,True,False
kuminze ingane 5 unina ewasha emfuleni,joy,False Positive,True,False
kuminze ingane 5 unina ewasha emfuleni,sadness,False Negative,False,True
makabhekane notwayi lwakhe umagashule,surprise,False Positive,True,False
usedlulile emhlabeni ug65,sadness,False Negative,False,True
usedlulile emhlabeni ug65,surprise,False Positive,True,False
izobaqwashisa isugar daddies,joy,False Positive,True,False
izobaqwashisa isugar daddies,surprise,False Positive,True,False
sasisatshwa isikhulu sezimali eeskom,fear,False Negative,False,True
sasisatshwa isikhulu sezimali eeskom,surprise,False Positive,True,False
bayaveva kuvalwa ukugqebheza kwimbewu,anger,False Negative,False,True
bayaveva kuvalwa ukugqebheza kwimbewu,surprise,False Positive,True,False
umoeneeb wethembisa into ecokeme kwabosuthu,joy,False Positive,True,False
umoeneeb wethembisa into ecokeme kwabosuthu,surprise,False Positive,True,False
umqeqeshi uqhosha ngonuka iqaqa kwipirates,joy,False Positive,True,False
umqeqeshi uqhosha ngonuka iqaqa kwipirates,surprise,False Positive,True,False
phambili ngomdali ramaphosa,surprise,False Positive,True,False
abafundi bavuke indlobane bengafuni ukugadwa,anger,False Negative,False,True
buka imbongi yegcokama elisha ixolise kusolwazi 3seconds ngokumdelela,joy,False Positive,True,False
buka imbongi yegcokama elisha ixolise kusolwazi 3seconds ngokumdelela,surprise,False Positive,True,False
insada yamathuba omsebenzi ohlelweni lokwakha erbidz,surprise,False Positive,True,False
inzima impilo kobhalwe kwabangasekho,anger,False Negative,False,True
inzima impilo kobhalwe kwabangasekho,sadness,False Negative,False,True
kusolwa umzanyana ngokubulala ingane,joy,False Positive,True,False
kusolwa umzanyana ngokubulala ingane,sadness,False Negative,False,True
abanikazi bendlu bafuna bajeze abadlwengula,joy,False Positive,True,False
unqabe ukudalula iminyaka egubha elokuzalwa utipcee,joy,False Positive,True,False
uzoluleka abazohambela intandokazi yesolezwe usomabhizinisi,joy,False Negative,False,True
lomjita uthe uzopheka kodwa udonsa obude ubuthongo ,surprise,False Positive,True,False
ubuyele kuifp umholi ophezulu wenfp,surprise,False Negative,False,True
bayaveva abacinyelwe ugesi enkandla,anger,False Negative,False,True
bayaveva abacinyelwe ugesi enkandla,joy,False Positive,True,False
kumanele olunywe wushaka umphambili,joy,False Positive,True,False
kumanele olunywe wushaka umphambili,sadness,False Negative,False,True
kumanele olunywe wushaka umphambili,surprise,False Negative,False,True
abafuni ukuqagela ngokubulawa kommeli,anger,False Negative,False,True
abafuni ukuqagela ngokubulawa kommeli,joy,False Positive,True,False
abafuni ukuqagela ngokubulawa kommeli,surprise,False Positive,True,False
kwebiwe usana lunezinsuku ezintathu,joy,False Positive,True,False
kwebiwe usana lunezinsuku ezintathu,sadness,False Negative,False,True
kwebiwe usana lunezinsuku ezintathu,surprise,False Negative,False,True
nidinwe ukuthi umini uthe amagoda okulala aghetto,joy,False Positive,True,False
noba badiniwe andisajiki yi yi yi yi oh umuntu wami lona hayi angvumiii khanda liya duuuma mawungekheduuuze angek angeke ngdlale ngawe ke ,joy,False Positive,True,False
stress enginaso yoo  kunzima emhlabeni yezwa ,joy,False Positive,True,False
kuvunyiwe ukuthi inkulu imfihlakalo yokukhonza unkulunkulu yokuthi owabonakaliswa enyameni walungisiswa emoyeni wabonwa yizingelosi washunyayelwa ezizweni wakholeka ezweni waphakanyiselwa enkazimulweni 1 kuthimothewu 316 nanamhlanje usashunyayelwa ezizweni zonke ,joy,False Positive,True,False
abebucs bafuna ukugubha engu80 ngesicoco senedbank,joy,False Positive,True,False
abebucs bafuna ukugubha engu80 ngesicoco senedbank,surprise,False Positive,True,False
udutshulwe wafa obebopha amaphoyisa ngokumlumisa ngezinja,joy,False Positive,True,False
udutshulwe wafa obebopha amaphoyisa ngokumlumisa ngezinja,sadness,False Negative,False,True
udutshulwe wafa obebopha amaphoyisa ngokumlumisa ngezinja,surprise,False Positive,True,False
kudutshulwe umholi wesizwe sakwagcumisa,anger,False Negative,False,True
kudutshulwe umholi wesizwe sakwagcumisa,fear,False Negative,False,True
kudutshulwe umholi wesizwe sakwagcumisa,sadness,False Negative,False,True
kuhlukene imibono ngokushiwo unkk helen zille,surprise,False Positive,True,False
ungene ehlazweni obanjwe oqotsheni ekhwelele ikati,disgust,False Negative,False,True
ungene ehlazweni obanjwe oqotsheni ekhwelele ikati,joy,False Positive,True,False
i feel so old wiiybo sansonso esingaka ngimdala kunaso  bbmzansi ,joy,False Positive,True,False
uzibulele esaba ihlazo lokukhulelisa ekhweni,joy,False Positive,True,False
abadelile ingakaboshwa nemenenja yetheku,anger,False Negative,False,True
abadelile ingakaboshwa nemenenja yetheku,joy,False Positive,True,False
abadelile ingakaboshwa nemenenja yetheku,surprise,False Positive,True,False
malumskhulu senidliwe kahle ke senimbuza ,surprise,False Positive,True,False
bacabanga ukuthutha kubulawa ikhehla nesalukazi,joy,False Positive,True,False
bacabanga ukuthutha kubulawa ikhehla nesalukazi,sadness,False Negative,False,True
bacabanga ukuthutha kubulawa ikhehla nesalukazi,surprise,False Positive,True,False
uchaze ngenkinga yezikweletu,sadness,False Negative,False,True
uzokwethula iqembu elisha upatricia de lille,joy,False Positive,True,False
uzokwethula iqembu elisha upatricia de lille,surprise,False Negative,False,True
owesifazane udilikelwe wudonga wafa emlaza,sadness,False Negative,False,True
angase aphelelwe umsebenzi unesi osolwa ngokutshontsha umjovo onamandla,surprise,False Positive,True,False
usagcwele amathafa owesilisa osolwa ngokweba ingane eneminyaka emibili,sadness,False Negative,False,True
usagcwele amathafa owesilisa osolwa ngokweba ingane eneminyaka emibili,surprise,False Positive,True,False
thulu ngasho sengyajola manjekhuuphuka lapho musiholiq_nuz when we hangin each other with brothers sizwebeans n m_uniq_entertainment kuhlezi kumnandi much luv gents  emhlabeni wase durban ,surprise,False Positive,True,False
imeya ichaza ngokubuya isigubhukane kade inyamalele,joy,False Positive,True,False
imeya ichaza ngokubuya isigubhukane kade inyamalele,surprise,False Positive,True,False
uzame ukuzibulala umqeqeshi wamanyala,joy,False Positive,True,False
uzame ukuzibulala umqeqeshi wamanyala,sadness,False Negative,False,True
